pid,condition,conditionType,status,sanityFail,timeTracking,totalTime,gender,age,qConfusing,feedback,mortgagePrompt,pref0_3,pref0_6,pref6_9,pref6_12,idf0_3_hyp,idf0_6_hyp,idf6_9_hyp,idf6_12_hyp,PB3_hyp,PB6_hyp,idf0_3_exp,idf0_6_exp,idf6_9_exp,idf6_12_exp,PB3_exp,PB6_exp,numPB,MLcheatTrials,MLclicksNumber,ML_pa_mean,ML_pa_complete
44,0,no-training,4,0,"[5.3, 8.5]",8.8,Male,23,No,,"{'Q0': 'I would try to select the mortgage that has the lowest interest rate over the longest period of time.', 'Q1': 'A lower interest rate should result in savings over time.'}","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.07692307692307693,0.05555555555555555,296.1851851854079,333.25000000018474,0,0,0.9331277892043119,0.9531842929969364,0.7937005259840998,0.8908987181403393,0,0,19,0,0,,[]
45,0,no-training,4,0,"[7.0, 13.4]",13.8,Female,30,None,None,"{'Q0': 'the next 19 years', 'Q1': 'Certainty. The one for nineteen years gives me certainty for at least 19 years.'}","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]",0.2,0.1,0.3333333333333333,0.08333333333333333,0,1,0.8549879733383485,0.924655597148662,0.9085602964160698,0.9531842929969364,1,1,18,0,0,,[]
46,0,no-training,4,1,"[5.1, 8.3]",8.4,f,38,"Yes, the mortgage part",,"{'Q0': ""I don't understand the explanation"", 'Q1': ""I couldn't""}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0]",0.047619047619047616,0.2777777777777778,0.14285714285714285,0.011904761904761904,0,1,0.9564655913861946,0.8491906647824764,0.9331277892043119,0.9893012232339632,0,1,8,0,0,,[]
47,0,no-training,4,0,"[5.4, 8.9]",9.1,male,30,No,,"{'Q0': 'the first month is the best', 'Q1': ""I don't want to subject payments to economic volatility""}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.047619047619047616,0.16666666666666666,0.14285714285714285,333.25000000018474,0,0,0.9564655913861946,0.8908987181403393,0.9331277892043119,0.8908987181403393,0,0,17,0,0,,[]
48,0,no-training,4,0,"[5.2, 9.0]",9.2,Female,32,No,,"{'Q0': 'I would choose the option that saves me the most money.', 'Q1': 'I picked the one that in the long run would save me the most money.'}","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.3333333333333333,0.16666666666666666,0.14285714285714285,333.25000000018474,1,0,0.7937005259840998,0.8908987181403393,0.9331277892043119,0.8908987181403393,1,0,21,0,0,,[]
49,0,no-training,4,0,"[5.1, 9.3]",9.4,Female,20,"No, I understood everything that it was asking me.",,"{'Q0': 'I would choose the one which would be cheaper in the long run. By doing math and calculating how much I would have paid over the next 5 years, 10 years, and 19 years I can choose which one would be most beneficial in the long run. ', 'Q1': 'I would choose the one which costs me the least over time, rather than whatever one is just cheaper for me at the moment. '}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]",0.047619047619047616,0.05555555555555555,0.3333333333333333,0.08333333333333333,0,0,0.9564655913861946,0.9531842929969364,0.9085602964160698,0.9531842929969364,0,0,14,0,0,,[]
50,0,no-training,4,0,"[5.4, 9.0]",9.1,"Female, because I was born a female.",40,"No, nothing at all.",,"{'Q0': 'I would compare the interest rates.', 'Q1': 'I would choose the lowest interest rate.'}","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.2,1.1666666666666667,296.1851851854079,333.25000000018474,0,0,0.8549879733383485,0.7071067811865476,0.8549879733383485,0.8908987181403393,0,1,25,0,0,,[]
51,0,no-training,4,0,"[5.4, 8.5]",8.6,F,33,no,,"{'Q0': 'Probably choose the one with the lowest rates over the course of the loan', 'Q1': 'The one which has me paying less overall'}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]",0.047619047619047616,0.05555555555555555,0.14285714285714285,0.05,0,1,0.9564655913861946,0.9531842929969364,0.9331277892043119,0.9659853980285168,0,1,12,0,0,,[]
52,0,no-training,4,0,"[4.9, 8.1]",8.2,female,30,the first question was confusion,,"{'Q0': 'decide which one is the cheapest', 'Q1': 'cost analysis'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,,[]
53,0,no-training,4,0,"[6.5, 10.5]",10.7,female,36,not much,,"{'Q0': 'The first year', 'Q1': '1 year is a good time.'}","[1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]",0.5555555555555556,0.2777777777777778,296.1851851854079,0.25,0,1,0.7211247851537042,0.8491906647824764,0.8549879733383485,0.924655597148662,1,1,24,0,0,,[]
54,0,no-training,4,1,"[5.5, 13.7]",14.0,male,30,No,,"{'Q0': 'I would try to consider which would be the best overall option', 'Q1': ""I picked the one that seemed good for the mid term, so I could make a change if I needed to but wouldn't be stuck in something very long term""}","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0]",0.022222222222222227,0.2777777777777778,0.0,0.05,1,1,0.978716910292216,0.8491906647824764,1.0,0.9659853980285168,1,1,6,0,0,,[]
55,0,no-training,4,0,"[6.2, 13.5]",14.1,Female,37,No,I have no feedback.,"{'Q0': 'I would choose the mortgage loan that is closest to my preferred interest rate and terms.', 'Q1': ""If I didn't like any of the three mortgage loans, I would look for an alternative. ""}","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.2,0.16666666666666666,296.1851851854079,333.25000000018474,0,0,0.8549879733383485,0.8908987181403393,0.8549879733383485,0.8908987181403393,0,0,22,0,0,,[]
56,0,no-training,4,1,"[5.4, 8.2]",8.3,Female,31,No.,,"{'Q0': 'I would choose whichever has the lowest interest rate.', 'Q1': 'I chose whichever had the lowest interest rate, I know next to nothing about mortgages.'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.2777777777777778,0.0,0.0,0,1,1.0,0.8491906647824764,1.0,1.0,0,1,0,0,0,,[]
57,0,no-training,4,0,"[5.3, 9.5]",9.8,male,43,No,,"{'Q0': 'I would choose whichever had the best rate over time.', 'Q1': 'By doing the math and finding out how much each loan would cost me in interest.'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,,[]
58,0,no-training,4,0,"[5.1, 8.1]",8.2,Female,26,Did not understand what the growth mindset video had anything to do with mortgage.,,"{'Q0': ""I would factor a number of things, it's interest rates - what the final payment will look like. Comparing the three loans to find out which is the most effective for me."", 'Q1': 'I choose the lowest interest loan'}","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",2.333333333333333,1.1666666666666667,296.1851851854079,333.25000000018474,0,0,0.5,0.7071067811865476,0.8549879733383485,0.8908987181403393,1,1,29,0,0,,[]
59,0,no-training,4,1,"[5.1, 8.0]",8.3,female,33,no,,"{'Q0': 'I would compare the two side by side and determine which one has the best pros out of the cons.', 'Q1': 'I would decide which one is the most cost effective over the long run. '}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 0]",0.047619047619047616,0.2777777777777778,0.14285714285714285,0.027777777777777776,0,1,0.9564655913861946,0.8491906647824764,0.9331277892043119,0.9779905885979652,0,1,10,0,0,,[]
60,0,no-training,4,1,"[5.5, 8.6]",9.1,Male,38,No.,Great survey!,"{'Q0': 'I would choose the one that has the lowest rates.', 'Q1': 'The one with the lowest rates.'}","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 0, 0]",0.2,0.2777777777777778,0.0,0.25,1,1,0.8549879733383485,0.8491906647824764,1.0,0.924655597148662,1,1,16,0,0,,[]
61,0,no-training,4,0,"[5.2, 9.2]",9.6,Female,26,No,I enjoyed the message & animations in the video :),"{'Q0': 'Based on the stability of the finances of the rest of my life (debt load, ability to pay, different sources of income, etc)', 'Q1': 'By looking at the mortgage as a piece of the rest of my financial picture.'}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]",0.047619047619047616,0.05555555555555555,0.06666666666666668,0.027777777777777776,0,1,0.9564655913861946,0.9531842929969364,0.9564655913861946,0.9779905885979652,0,1,10,0,0,,[]
62,0,no-training,4,0,"[5.3, 11.8]",12.1,Female,29,nothing,nice,"{'Q0': 'I WILL CHOOSE BEST ONE', 'Q1': '19 YEARS BOND MORTGAGE'}","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",0.3333333333333333,1.1666666666666667,296.1851851854079,333.25000000018474,0,1,0.7937005259840998,0.7071067811865476,0.5,0.7071067811865476,0,1,33,0,0,,[]
63,0,no-training,4,0,"[5.1, 11.2]",11.4,Male,37,"No.  I noticed two scenarios where the up front payment today was noticeably higher than the long term payment, as opposed to the standard ""less now or more later"" setup, but I assume those were included as attention checks.",No comments,"{'Q0': 'I would compare the rate schedules for each loan and try to estimate which one would be the easiest to pay off given where I expect to be at each point in time.', 'Q1': ""I'd prefer a mortgage with the highest up front interest costs, so I can get as much out of the way early on in the process.""}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,,[]
64,0,no-training,4,1,"[5.1, 7.8]",7.8,Female,23,No,None,"{'Q0': 'I would do research on the different mortgage loans and see which one will benefit me the most. ', 'Q1': ""After doing research on them, it'll be a deciding factor on which one is the best choice. You always can find more information when it comes to it. ""}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 0, 0]",0.047619047619047616,0.2777777777777778,0.0,0.08333333333333333,1,1,0.9564655913861946,0.8491906647824764,1.0,0.9531842929969364,1,1,8,0,0,,[]
65,0,no-training,4,0,"[7.1, 10.8]",11.8,Female,38,No. The instructions were clear and to the point.,I thoroughly enjoyed the video at the beginning of the survey. I think it would be greatly helpful to many people. The survey was short and wasn't long an drug out. ,"{'Q0': 'I would choose the loan with the lowest interest rate for each, the first month, the remainder of the first year and the next 19 years.', 'Q1': 'I would choose the mortgage that best suites my current budget without having to pay the loan back over the longest period of time. '}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]",0.047619047619047616,0.038461538461538464,0.06666666666666668,0.027777777777777776,0,1,0.9564655913861946,0.9659853980285168,0.9564655913861946,0.9779905885979652,0,1,9,0,0,,[]
66,0,no-training,4,0,"[6.4, 12.9]",13.0,Female,30,Not at all,,"{'Q0': 'I would have to take into consideration my current financial circumstance as well as whether or not more money was expected at any future point. I would want to choose the option which best suited my ""live for today"" mindset as well as that which had the least likelihood of leaving me financially vulnerable, either now or later.', 'Q1': 'I took careful thoughts and reasonable/rational insights into my personal circumstances and which best suited my immediate, as well as future, needs as I currently see them.'}","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.3333333333333333,0.2777777777777778,0.0,333.25000000018474,1,0,0.7937005259840998,0.8491906647824764,1.0,0.8908987181403393,1,1,19,0,0,,[]
67,0,no-training,4,0,"[6.5, 12.5]",12.6,Female,38,No,,"{'Q0': 'I would calculate the total cost of the mortgaged based on the repayment terms of each. ', 'Q1': 'After calculating the total cost based off of the three choices, I would choose the one that costs me the least.'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.023809523809523808,0.0,0.0,0,1,1.0,0.9779905885979652,1.0,1.0,0,1,2,0,0,,[]
68,0,no-training,4,0,"[5.5, 10.1]",10.3,Female.,36,No.,I hope that my answers were helpful to you.,"{'Q0': 'I would probably choose which loan had the least expensive interest rate.', 'Q1': 'I would consider how much of a down payment I could afford and how the different interest rates might affect my credit score.'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,,[]
69,0,no-training,4,1,"[6.1, 9.2]",9.3,female,21,no,,"{'Q0': 'the 1 year one', 'Q1': 'I  decided by choosing the one I  have the most potential for growth in'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1, 1]",0.0,0.2777777777777778,0.0,0.08333333333333333,0,1,1.0,0.8491906647824764,1.0,0.9531842929969364,0,1,5,0,0,,[]
70,0,no-training,4,0,"[5.1, 9.7]",10.0,Male,21,The only thing I found confusing was the payment part.  Was is a payment that I was recieving. or was I giving it to someone,"survey was cool, video was great","{'Q0': 'I would probably think about it mathematically.  Whichever mortgage demands the most money is the one i would not chose', 'Q1': 'The mortgage that costs me the least amount of money is the one I chose.  I Always pay my bills on time so interest shouldnt be a problem'}","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 0, 0]",0.022222222222222227,1.1666666666666667,0.0,0.08333333333333333,1,1,0.978716910292216,0.7071067811865476,1.0,0.9531842929969364,1,1,14,0,0,,[]
71,0,no-training,4,0,"[5.2, 8.2]",8.4,male,38,"No, but however made that video clearly does not understand mental illness, anxiety etc.",,"{'Q0': 'Choose the lowest average.', 'Q1': 'Using logic.'}","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.3333333333333333,0.2777777777777778,0.02564102564102564,333.25000000018474,1,0,0.7937005259840998,0.8491906647824764,0.978716910292216,0.8908987181403393,1,1,20,0,0,,[]
72,0,no-training,4,0,"[5.2, 9.7]",9.9,Male.,23.,No.,None.,"{'Q0': 'I would choose the interest rate that has the lowest long-term loan, in order to minimize the long-term interest I pay.', 'Q1': 'I decided that the mortgage with the lowest long-term rate is the best, as it will mean lower payments over the long term, even if it means higher short-term payments. '}","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]",0.022222222222222227,0.05555555555555555,0.02564102564102564,0.08333333333333333,0,0,0.978716910292216,0.9531842929969364,0.978716910292216,0.9531842929969364,0,0,10,0,0,,[]
73,0,no-training,4,0,"[5.7, 14.1]",14.5,Female,52,n/v,,"{'Q0': 'the  remainder of the first year', 'Q1': ""i don't want to choose too close one or too far one, suitable time  is good.""}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]",0.0,0.023809523809523808,0.06666666666666668,0.027777777777777776,0,0,1.0,0.9779905885979652,0.9564655913861946,0.9779905885979652,0,0,6,0,0,,[]
74,0,no-training,4,0,"[6.2, 11.7]",12.0,Female,27,No,,"{'Q0': ""I'd pick whichever mortgage I both could afford at the time and would cost me the least amount of money overall. "", 'Q1': 'Total cost and my current financial situation. '}","[1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.5555555555555556,0.5,296.1851851854079,333.25000000018474,0,0,0.7211247851537042,0.7937005259840998,0.8549879733383485,0.8908987181403393,1,1,26,0,0,,[]
75,0,no-training,4,1,"[5.3, 8.1]",8.2,Female,20,No,,"{'Q0': 'I would compare themby weighing their pros & cons', 'Q1': 'The cheapest one'}","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 0]",0.022222222222222227,0.2777777777777778,0.0,0.011904761904761904,1,1,0.978716910292216,0.8491906647824764,1.0,0.9893012232339632,1,1,3,0,0,,[]
76,0,no-training,4,0,"[5.7, 12.8]",13.4,maile,40,"Nope, instructions were very clear and simple",I liked the video and music :) ,"{'Q0': 'Determine how much interest I would pay overall and depends on my financial situation at the time ', 'Q1': ""Mortgage rate and my financial situation (current and future) matter but also the lender matters - e.g. is it a well known bank or a small lender I've never heard of""}","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 0, 0, 0, 0]",0.022222222222222227,0.05555555555555555,0.0,0.25,1,0,0.978716910292216,0.9531842929969364,1.0,0.924655597148662,1,0,10,0,0,,[]
77,0,no-training,4,0,"[5.2, 9.9]",10.2,Female,26,No.,,"{'Q0': 'Choose the loan that offers the lowest interest rate for the next 19 years.', 'Q1': 'I chose this as this is the best option for the long term.  It will take time to pay off a mortgage and you need to think specially about these years.'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]",0.0,0.05555555555555555,0.06666666666666668,0.05,0,1,1.0,0.9531842929969364,0.9564655913861946,0.9659853980285168,0,1,9,0,0,,[]
78,0,no-training,4,0,"[5.2, 8.7]",8.9,Female,38,"No, it was all very straightforward.",,"{'Q0': ""I would look at the overall cost to see which one would be the best for my budget and for my circumstances.  I'd also consider short-term costs of moving and might consider something that was lower in the initial period of the term."", 'Q1': 'I thought about the last time I moved and the additional costs that I faced during the process, and considered long-term goals and benefits.'}","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]",0.2,0.16666666666666666,0.14285714285714285,0.25,1,0,0.8549879733383485,0.8908987181403393,0.9331277892043119,0.924655597148662,1,1,19,0,0,,[]
79,0,no-training,4,0,"[5.5, 12.9]",13.3,Female,29,Just overall vague.,Nope!,"{'Q0': 'The one with interest for the first month ', 'Q1': 'If I go ahead and pay the interest, I will have the ability to save more down the road.'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]",0.0,0.011111111111111113,0.3333333333333333,0.05,0,0,1.0,0.9893012232339632,0.9085602964160698,0.9659853980285168,0,0,8,0,0,,[]
80,0,no-training,4,0,"[5.6, 11.7]",12.2,Female,54,No,No,"{'Q0': 'The best interest rates', 'Q1': 'The one with the lowest interest rates'}","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]",0.07692307692307693,0.1,0.14285714285714285,0.25,0,0,0.9331277892043119,0.924655597148662,0.9331277892043119,0.924655597148662,0,0,16,0,0,,[]
81,0,no-training,4,1,"[7.0, 11.2]",11.3,Female,40,NO,None,"{'Q0': 'I would look at how widely and often the interest rates vary', 'Q1': 'I would work out the math of which mortgage interest rates would cost the least over the long term, but also keep payments affordable'}","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0,0.2777777777777778,296.1851851854079,0.027777777777777776,0,1,1.0,0.8491906647824764,0.5,0.9779905885979652,0,1,9,0,0,,[]
82,0,no-training,4,0,"[5.3, 10.7]",10.9,Female,36,No,,"{'Q0': 'I would look at the different rates, and compute out what those would be. I would look at the costs associated with the different rates and see if any of them ended up costing more in the long run vs what the initial costs were. I would chose one that makes the most sense for me and my family.', 'Q1': 'After computing the amounts, I picked the one that had the lowest costs over time, even if that meant a higher cost initially. I was more concerned with the overall costs than the monthly costs.'}","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 0, 0]",0.3333333333333333,0.2777777777777778,0.0,333.25000000018474,1,0,0.7937005259840998,0.8491906647824764,1.0,0.8908987181403393,1,1,19,0,0,,[]
83,0,no-training,4,0,"[5.2, 8.7]",8.9,Female,25,"The instructions were clear, and order of the answers could be tricky if you weren't paying attention.",,"{'Q0': 'I would choose the loan that would incur me to pay as little interest over all years combined, even with varying rates.', 'Q1': 'I chose the one that would accrue the least interest possible over time so I am not overpaying on my mortgage. '}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.047619047619047616,0.023809523809523808,0.06666666666666668,0.0,0,1,0.9564655913861946,0.9779905885979652,0.9564655913861946,1.0,0,1,6,0,0,,[]
84,0,no-training,4,0,"[5.1, 7.9]",8.0,male,31,Nope,,"{'Q0': 'Lowest overall interest', 'Q1': 'Lowest overall interest over the longest period of time'}","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",0.2,0.1,0.0,0.0,1,1,0.8549879733383485,0.924655597148662,1.0,1.0,1,1,10,0,0,,[]
85,0,no-training,4,0,"[5.1, 9.3]",9.4,non-binary,32,No,,"{'Q0': 'I would choose the mortgage that resulted in the least interest paid as long as I could afford it.', 'Q1': 'The best mortgage is one that I would pay the least total money toward.'}","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]",0.022222222222222227,0.038461538461538464,0.02564102564102564,0.027777777777777776,0,1,0.978716910292216,0.9659853980285168,0.978716910292216,0.9779905885979652,0,1,7,0,0,,[]
86,0,no-training,4,0,"[6.2, 11.3]",11.8,male,40,no,none,"{'Q0': 'I would like the lowest interest rate', 'Q1': 'If my rate is low my mortgage irate will be low too'}","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2.333333333333333,1.1666666666666667,296.1851851854079,333.25000000018474,1,1,0.5,0.7071067811865476,0.5,0.7071067811865476,1,1,36,0,0,,[]
87,0,no-training,4,0,"[5.2, 8.7]",8.8,non binary,25,no,,"{'Q0': 'I would choose the lowest rate', 'Q1': 'which ever costs me the least in interest'}","[1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]",0.1111111111111111,0.16666666666666666,296.1851851854079,0.25,0,0,0.9085602964160698,0.8908987181403393,0.8549879733383485,0.924655597148662,0,1,20,0,0,,[]
88,0,no-training,4,0,"[5.4, 12.2]",12.9,Male,29 years old,"No, the instructions were clear.",I enjoyed the animation. It was well done and added an interesting perspective to the HIT/survey.,"{'Q0': 'I would analyze all three options and choose the one with the best average rate for the next 19 years. ', 'Q1': 'I would take my long term financial well being into consideration and choose the best rate for a longer period of time. '}","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0]",0.047619047619047616,0.1,0.06666666666666668,0.05,0,1,0.9564655913861946,0.924655597148662,0.9564655913861946,0.9659853980285168,0,1,12,0,0,,[]
